UNIQUE_KEY,PROBLEM_DETAIL,PROBLEM_CATEGORY,CREATED_DATE,CLOSED_DATE,STATUS,DAYS_TO_CLOSE,BOROUGH,COMMUNITY_BOARD,INCIDENT_ADDRESS,STREET_NAME,INCIDENT_ZIP,ADDRESS_TYPE,LATITUDE,LONGITUDE,RESOLUTION_DESCRIPTION,OPEN_DATA_CHANNEL_TYPE,RESOLUTION_UPDATED_AT
45183416,Street Light Out,Street Light Condition,2019-12-17 17:42:00,2019-12-30 12:15:00.000,Closed,13,BROOKLYN,03 BROOKLYN,275 KOSCIUSKO STREET,KOSCIUSKO STREET,11221,INTERSECTION,40.69129901197,-73.94549558785,Location Type: Intersection,UNKNOWN,2019-12-30 12:15:00.000
45184518,Street Light Out,Street Light Condition,2019-12-17 17:40:00,2019-12-18 12:26:00.000,Closed,1,BROOKLYN,01 BROOKLYN,545 JOHNSON AVENUE,JOHNSON AVENUE,11237,INTERSECTION,40.70880508126,-73.92576579784,Location Type: Intersection,UNKNOWN,2019-12-18 12:26:00.000
45183458,Street Light Out,Street Light Condition,2019-12-17 16:46:00,2019-12-18 12:48:00.000,Closed,1,BROOKLYN,06 BROOKLYN,40 PARK PLACE,PARK PLACE,11217,INTERSECTION,40.67968026689,-73.97824890433,Location Type: Intersection,UNKNOWN,2019-12-18 12:48:00.000
45183439,Street Light Out,Street Light Condition,2019-12-17 15:11:00,2019-12-18 12:31:00.000,Closed,1,BROOKLYN,03 BROOKLYN,653 HANCOCK STREET,HANCOCK STREET,11221,INTERSECTION,40.68523624444,-73.92652758940,Location Type: Intersection,UNKNOWN,2019-12-18 12:31:00.000
45179107,Traffic Signal Light,Street Light Condition,2019-12-17 14:35:00,2020-01-23 00:00:00.000,Closed,37,BROOKLYN,03 BROOKLYN,,,11221,INTERSECTION,40.68796237292,-73.94193217736,Location Type: Intersection,UNKNOWN,2019-12-17 14:35:00.000
45184516,Lamppost Knocked Down,Street Light Condition,2019-12-17 13:58:00,2023-03-23 08:00:00.000,Closed,1192,BROOKLYN,13 BROOKLYN,BELT PKWY,BELT PKWY,11214,INTERSECTION,40.58533504642,-73.98747829639,Location Type: Highway,UNKNOWN,2019-12-20 09:41:00.000
45180168,Lamppost Missing,Street Light Condition,2019-12-17 12:55:00,2019-12-18 12:57:00.000,Closed,1,BROOKLYN,07 BROOKLYN,,,11218,INTERSECTION,40.65453500015,-73.97642266951,Location Type: Intersection,UNKNOWN,2019-12-18 12:57:00.000
45185615,Street Light Out,Street Light Condition,2019-12-17 12:37:00,2021-06-16 08:28:00.000,Closed,547,BROOKLYN,02 BROOKLYN,,,11201,INTERSECTION,40.70010282011,-73.98834392909,Location Type: Intersection,UNKNOWN,2019-12-16 12:36:00.000
45183415,Street Light Out,Street Light Condition,2019-12-17 12:35:00,2020-01-15 12:46:00.000,Closed,29,BROOKLYN,03 BROOKLYN,,,11233,INTERSECTION,40.67710235340,-73.92478441589,Location Type: Intersection,UNKNOWN,2019-12-29 16:18:00.000
45180172,Street Light Out,Street Light Condition,2019-12-17 12:34:00,2021-10-06 13:21:00.000,Closed,659,BROOKLYN,03 BROOKLYN,,,11233,INTERSECTION,40.67710235340,-73.92478441589,Location Type: Intersection,UNKNOWN,2019-12-29 16:18:00.000
45186686,Street Light Lamp Dim,Street Light Condition,2019-12-17 11:53:00,2019-12-17 13:59:00.000,Closed,0,BROOKLYN,15 BROOKLYN,FORD STREET,FORD STREET,11229,INTERSECTION,40.59871072425,-73.93771022508,Location Type: Intersection,UNKNOWN,2019-12-17 13:59:00.000
45185623,Lamppost Base Door/Cover Open,Street Light Condition,2019-12-17 11:17:00,2019-12-17 11:17:00.000,Closed,0,BROOKLYN,06 BROOKLYN,,,11215,INTERSECTION,40.67206518267,-73.99051900387,Location Type: Intersection,UNKNOWN,2019-12-16 11:17:00.000
45186685,Street Light Out,Street Light Condition,2019-12-17 11:16:00,2019-12-17 11:16:00.000,Closed,0,BROOKLYN,03 BROOKLYN,,,11216,INTERSECTION,40.68144846907,-73.94643745034,Location Type: Intersection,UNKNOWN,2019-12-16 11:16:00.000
45184498,Photocell (PEC) Missing,Street Light Condition,2019-12-17 11:15:00,2019-12-17 11:15:00.000,Closed,0,BROOKLYN,10 BROOKLYN,,,11209,INTERSECTION,40.62473424846,-74.03642731868,Location Type: Intersection,UNKNOWN,2019-12-16 11:15:00.000
45182342,Street Light Out,Street Light Condition,2019-12-17 11:14:00,2019-12-17 11:14:00.000,Closed,0,BROOKLYN,07 BROOKLYN,,,11232,INTERSECTION,40.65039248175,-74.00849769074,Location Type: Intersection,UNKNOWN,2019-12-16 11:14:00.000
45185684,Photocell (PEC) Missing,Street Light Condition,2019-12-17 11:14:00,2019-12-17 11:14:00.000,Closed,0,BROOKLYN,10 BROOKLYN,,,11220,INTERSECTION,40.63589642979,-74.01630712204,Location Type: Intersection,UNKNOWN,2019-12-16 11:14:00.000
45181246,Street Light Lamp Dim,Street Light Condition,2019-12-17 11:13:00,2019-12-17 11:13:00.000,Closed,0,BROOKLYN,07 BROOKLYN,,,11232,INTERSECTION,40.65887687761,-74.00293744647,Location Type: Intersection,UNKNOWN,2019-12-16 11:13:00.000
45184497,Street Light Out,Street Light Condition,2019-12-17 11:13:00,2019-12-17 11:13:00.000,Closed,0,BROOKLYN,07 BROOKLYN,,,11232,INTERSECTION,40.66507457517,-73.99656845537,Location Type: Intersection,UNKNOWN,2019-12-16 11:13:00.000
45185683,Lamppost Base Door/Cover Damaged,Street Light Condition,2019-12-17 11:13:00,2019-12-17 11:13:00.000,Closed,0,BROOKLYN,12 BROOKLYN,,,11218,INTERSECTION,40.64381243249,-73.98397561313,Location Type: Intersection,UNKNOWN,2019-12-16 11:13:00.000
45181252,Fixture/Luminaire Out Of Position,Street Light Condition,2019-12-17 11:12:00,2019-12-17 11:12:00.000,Closed,0,BROOKLYN,12 BROOKLYN,,,11204,INTERSECTION,40.63074609655,-73.97716602655,Location Type: Intersection,UNKNOWN,2019-12-16 11:12:00.000
45186682,Street Light Out,Street Light Condition,2019-12-17 11:11:00,2019-12-17 11:11:00.000,Closed,0,BROOKLYN,15 BROOKLYN,,,11229,INTERSECTION,40.60053769546,-73.94089187574,Location Type: Intersection,UNKNOWN,2019-12-16 11:11:00.000
45179106,Street Light Out,Street Light Condition,2019-12-17 11:10:00,2019-12-17 11:10:00.000,Closed,0,BROOKLYN,18 BROOKLYN,,,11234,INTERSECTION,40.62219104139,-73.90381276018,Location Type: Intersection,UNKNOWN,2019-12-16 11:10:00.000
45182322,Street Light Lamp Missing,Street Light Condition,2019-12-17 08:44:00,2019-12-17 14:17:00.000,Closed,0,BROOKLYN,15 BROOKLYN,,,11235,INTERSECTION,40.58273622716,-73.95604253661,Location Type: Intersection,UNKNOWN,2019-12-17 14:17:00.000
45173175,Street Light Out,Street Light Condition,2019-12-16 21:58:00,2019-12-17 14:07:00.000,Closed,1,BROOKLYN,07 BROOKLYN,212 17 STREET,17 STREET,11215,INTERSECTION,40.66495366388,-73.99334959206,Location Type: Intersection,UNKNOWN,2019-12-17 14:07:00.000
45176632,Street Light Out,Street Light Condition,2019-12-16 21:46:00,2019-12-17 14:03:00.000,Closed,1,BROOKLYN,10 BROOKLYN,463 72 STREET,72 STREET,11209,INTERSECTION,40.63285929667,-74.02423619495,Location Type: Intersection,UNKNOWN,2019-12-17 14:03:00.000
45177297,Street Light Out,Street Light Condition,2019-12-16 21:24:00,2019-12-17 14:31:00.000,Closed,1,BROOKLYN,12 BROOKLYN,1643 44 STREET,44 STREET,11204,ADDRESS,40.63317601091,-73.98148500130,Location Type: Residential Address,UNKNOWN,2019-12-17 14:31:00.000
45177873,Street Light Out,Street Light Condition,2019-12-16 21:07:00,2019-12-17 14:30:00.000,Closed,1,BROOKLYN,11 BROOKLYN,1940 19 LANE,19 LANE,11214,ADDRESS,40.59936426064,-74.00562838843,Location Type: Residential Address,UNKNOWN,2019-12-17 14:30:00.000
45178162,Street Light Out,Street Light Condition,2019-12-16 19:02:00,2023-07-17 20:13:00.000,Closed,1309,BROOKLYN,06 BROOKLYN,,,11201,INTERSECTION,40.68943170927,-73.99687370169,Location Type: Intersection,UNKNOWN,2019-12-17 17:30:00.000
45171427,Street Light Lamp Missing,Street Light Condition,2019-12-16 18:56:00,2019-12-17 14:34:00.000,Closed,1,BROOKLYN,07 BROOKLYN,,,11220,INTERSECTION,40.64713190021,-74.00462341154,Location Type: Intersection,UNKNOWN,2019-12-17 14:34:00.000
45177296,Street Light Out,Street Light Condition,2019-12-16 17:45:00,2019-12-18 12:47:00.000,Closed,2,BROOKLYN,02 BROOKLYN,,,11201,INTERSECTION,40.69180811811,-73.98820835080,Location Type: Intersection,UNKNOWN,2019-12-18 12:47:00.000
45174973,Street Light Out,Street Light Condition,2019-12-16 17:39:00,2019-12-18 12:45:00.000,Closed,2,BROOKLYN,02 BROOKLYN,3 JOHNSON STREET,JOHNSON STREET,11201,ADDRESS,40.69504990820,-73.99057704053,Location Type: Residential Address,UNKNOWN,2019-12-18 12:45:00.000
45179062,Street Light Out,Street Light Condition,2019-12-16 16:46:00,2020-03-18 22:13:00.000,Closed,93,BROOKLYN,18 BROOKLYN,,,11234,INTERSECTION,40.60980966645,-73.92249759634,Location Type: Intersection,UNKNOWN,2019-12-18 13:03:00.000
45174918,Street Light Out,Street Light Condition,2019-12-16 16:46:00,2020-01-28 13:45:00.000,Closed,43,BROOKLYN,01 BROOKLYN,,,11222,INTERSECTION,40.72841676689,-73.95241061086,Location Type: Intersection,UNKNOWN,2019-12-05 16:46:00.000
45175797,Street Light Out,Street Light Condition,2019-12-16 16:43:00,2020-01-13 14:04:00.000,Closed,28,BROOKLYN,03 BROOKLYN,,,11233,INTERSECTION,40.68129694085,-73.93471267671,Location Type: Intersection,UNKNOWN,2019-12-03 16:43:00.000
45174972,Street Light Out,Street Light Condition,2019-12-16 16:33:00,2020-01-17 13:59:00.000,Closed,32,BROOKLYN,07 BROOKLYN,,,11220,INTERSECTION,40.64573308563,-74.02041753765,Location Type: Intersection,UNKNOWN,2019-11-27 16:33:00.000
45176711,Street Light Out,Street Light Condition,2019-12-16 16:29:00,2019-12-16 17:02:00.000,Closed,0,BROOKLYN,10 BROOKLYN,317 100 STREET,100 STREET,11209,ADDRESS,40.61345911729,-74.03489401258,Location Type: Residential Address,UNKNOWN,2019-12-16 17:02:00.000
45178786,Street Light Out,Street Light Condition,2019-12-16 16:21:00,2020-01-08 13:31:00.000,Closed,23,BROOKLYN,16 BROOKLYN,,,11212,INTERSECTION,40.65877761749,-73.90210566698,Location Type: Intersection,UNKNOWN,2019-11-19 16:21:00.000
