UNIQUE_KEY,PROBLEM_DETAIL,PROBLEM_CATEGORY,CREATED_DATE,CLOSED_DATE,STATUS,DAYS_TO_CLOSE,BOROUGH,COMMUNITY_BOARD,INCIDENT_ADDRESS,STREET_NAME,INCIDENT_ZIP,ADDRESS_TYPE,LATITUDE,LONGITUDE,RESOLUTION_DESCRIPTION,OPEN_DATA_CHANNEL_TYPE,RESOLUTION_UPDATED_AT
44206157,Street Light Out,Street Light Condition,2019-11-01 15:58:00,2019-11-04 10:17:00.000,Closed,3,QUEENS,13 QUEENS,144-062 175 ST,175 ST,11434,INTERSECTION,40.66521423769,-73.77364348863,Location Type: Intersection,UNKNOWN,2019-11-04 10:17:00.000
44199637,Street Light Out,Street Light Condition,2019-11-01 14:47:00,2019-11-04 10:41:00.000,Closed,3,QUEENS,07 QUEENS,143-33 SANFORD AVENUE,SANFORD AVENUE,11355,ADDRESS,40.75845697036,-73.82221901738,Location Type: Residential Address,UNKNOWN,2019-11-04 10:41:00.000
44199622,Street Light Out,Street Light Condition,2019-11-01 14:43:00,2020-01-22 16:40:00.000,Closed,82,QUEENS,01 QUEENS,,,11370,INTERSECTION,40.76891830607,-73.88874492709,Location Type: Intersection,UNKNOWN,2019-11-12 13:10:00.000
44205886,Street Light Out,Street Light Condition,2019-11-01 14:41:00,2021-01-27 17:47:00.000,Closed,453,QUEENS,13 QUEENS,,,11411,INTERSECTION,40.69349609806,-73.73490074440,Location Type: Intersection,UNKNOWN,2019-12-09 14:47:00.000
44208941,Multiple Street Lights Out,Street Light Condition,2019-11-01 14:11:00,2019-11-04 09:48:00.000,Closed,3,QUEENS,08 QUEENS,,,11367,INTERSECTION,40.71727661711,-73.82531578343,Location Type: Intersection,UNKNOWN,2019-11-04 09:48:00.000
44207413,Street Light Out,Street Light Condition,2019-11-01 11:56:00,2019-11-01 12:14:00.000,Closed,0,QUEENS,06 QUEENS,67-15 AUSTIN STREET,AUSTIN STREET,11375,ADDRESS,40.72390802056,-73.85501184543,Location Type: Residential Address,UNKNOWN,2019-11-01 12:14:00.000
44204369,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:46:00,2019-11-01 11:46:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.66912584271,-73.74368517072,Location Type: Intersection,UNKNOWN,2019-10-31 11:46:00.000
44206679,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:46:00,2019-11-01 11:46:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.66743190202,-73.74473704503,Location Type: Intersection,UNKNOWN,2019-10-31 11:46:00.000
44201880,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:45:00,2019-11-01 11:45:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.67081153914,-73.74263327475,Location Type: Intersection,UNKNOWN,2019-10-31 11:45:00.000
44204361,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:45:00,2019-11-01 11:45:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.67081153914,-73.74263327475,Location Type: Intersection,UNKNOWN,2019-10-31 11:45:00.000
44204282,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:44:00,2019-11-01 11:44:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.67249447275,-73.74157773130,Location Type: Intersection,UNKNOWN,2019-10-31 11:44:00.000
44200666,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:44:00,2019-11-01 11:44:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.67581382851,-73.73954597968,Location Type: Intersection,UNKNOWN,2019-10-31 11:44:00.000
44200675,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:43:00,2019-11-01 11:43:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.67417739634,-73.74052213458,Location Type: Intersection,UNKNOWN,2019-10-31 11:43:00.000
44204283,Foreign Attachment On Wood Pole,Street Light Condition,2019-11-01 11:43:00,2019-11-01 11:43:00.000,Closed,0,QUEENS,13 QUEENS,,,11413,INTERSECTION,40.67355314788,-73.73878693502,Location Type: Intersection,UNKNOWN,2019-10-31 11:43:00.000
44200205,Foreign Attachment On Lamppost,Street Light Condition,2019-11-01 11:40:00,2019-11-01 11:40:00.000,Closed,0,QUEENS,13 QUEENS,,,11434,INTERSECTION,40.66414056698,-73.77763013225,Location Type: Intersection,UNKNOWN,2019-10-31 11:40:00.000
44206665,Street Light Out,Street Light Condition,2019-11-01 11:39:00,2019-11-01 11:39:00.000,Closed,0,QUEENS,12 QUEENS,,,11434,INTERSECTION,40.67238482259,-73.78573906222,Location Type: Intersection,UNKNOWN,2019-10-31 11:39:00.000
44203494,Lamppost Base Door/Cover Open,Street Light Condition,2019-11-01 11:38:00,2019-11-01 11:38:00.000,Closed,0,QUEENS,07 QUEENS,,,11357,INTERSECTION,40.78884171819,-73.81380306583,Location Type: Intersection,UNKNOWN,2019-10-31 11:38:00.000
44202976,Street Light Out,Street Light Condition,2019-11-01 11:38:00,2019-11-01 11:38:00.000,Closed,0,QUEENS,07 QUEENS,,,11356,INTERSECTION,40.78802188573,-73.83222622926,Location Type: Intersection,UNKNOWN,2019-10-31 11:38:00.000
44202370,Street Light Out,Street Light Condition,2019-11-01 11:38:00,2019-10-31 11:37:00.000,Pending,-1,QUEENS,07 QUEENS,,,11357,INTERSECTION,40.78937049099,-73.81152285585,Location Type: Intersection,UNKNOWN,2019-10-31 11:37:00.000
44205962,Lamppost Base Door/Cover Open,Street Light Condition,2019-11-01 11:37:00,2019-11-01 11:37:00.000,Closed,0,QUEENS,07 QUEENS,,,11357,INTERSECTION,40.78884171819,-73.81380306583,Location Type: Intersection,UNKNOWN,2019-10-31 11:37:00.000
44206666,Street Light Out,Street Light Condition,2019-11-01 11:34:00,2019-11-01 11:34:00.000,Closed,0,QUEENS,13 QUEENS,,,11411,INTERSECTION,40.69238467979,-73.73144334882,Location Type: Intersection,UNKNOWN,2019-10-31 11:34:00.000
44200055,Street Light Out,Street Light Condition,2019-11-01 11:34:00,2019-11-01 11:34:00.000,Closed,0,QUEENS,13 QUEENS,,,11429,INTERSECTION,40.70598449493,-73.73955794418,Location Type: Intersection,UNKNOWN,2019-10-31 11:34:00.000
44202199,Lamppost Base Door/Cover Open,Street Light Condition,2019-11-01 11:33:00,2019-11-01 11:33:00.000,Closed,0,QUEENS,13 QUEENS,,,11411,INTERSECTION,40.68888445466,-73.73831941192,Location Type: Intersection,UNKNOWN,2019-10-31 11:33:00.000
44205311,Street Light Out,Street Light Condition,2019-11-01 11:33:00,2019-11-01 11:33:00.000,Closed,0,QUEENS,12 QUEENS,,,11412,INTERSECTION,40.70292912239,-73.74925006449,Location Type: Intersection,UNKNOWN,2019-10-31 11:33:00.000
44201697,Street Light Out,Street Light Condition,2019-11-01 11:13:00,2019-11-01 11:13:00.000,Closed,0,QUEENS,12 QUEENS,,,11412,INTERSECTION,40.71031677325,-73.75246138199,Location Type: Intersection,UNKNOWN,2019-10-31 11:13:00.000
44207845,Street Light Out,Street Light Condition,2019-11-01 11:12:00,2019-11-01 11:12:00.000,Closed,0,QUEENS,08 QUEENS,,,11435,INTERSECTION,40.71526445633,-73.81981273224,Location Type: Intersection,UNKNOWN,2019-10-31 11:12:00.000
44202977,Street Light Out,Street Light Condition,2019-11-01 11:10:00,2019-11-01 11:10:00.000,Closed,0,QUEENS,08 QUEENS,,,11365,INTERSECTION,40.73232512757,-73.81077133225,Location Type: Intersection,UNKNOWN,2019-10-31 11:10:00.000
44202948,Street Light Out,Street Light Condition,2019-11-01 11:10:00,2019-11-01 11:10:00.000,Closed,0,QUEENS,08 QUEENS,,,11365,INTERSECTION,40.73132543736,-73.79595547242,Location Type: Intersection,UNKNOWN,2019-10-31 11:10:00.000
44204605,Lamppost Base Door/Cover Open,Street Light Condition,2019-11-01 11:08:00,2019-11-01 11:08:00.000,Closed,0,QUEENS,11 QUEENS,,,11365,INTERSECTION,40.74137770861,-73.78589971262,Location Type: Intersection,UNKNOWN,2019-10-31 11:08:00.000
44200545,Lamppost Base Door/Cover Open,Street Light Condition,2019-11-01 11:04:00,2019-11-01 11:04:00.000,Closed,0,QUEENS,11 QUEENS,,,11365,INTERSECTION,40.74186298556,-73.78413709347,Location Type: Intersection,UNKNOWN,2019-10-31 11:04:00.000
44205444,Street Light Out,Street Light Condition,2019-11-01 11:03:00,2019-11-01 11:03:00.000,Closed,0,QUEENS,06 QUEENS,,,11374,INTERSECTION,40.71770917350,-73.86301936173,Location Type: Intersection,UNKNOWN,2019-10-31 11:03:00.000
44200056,Street Light Out,Street Light Condition,2019-11-01 11:02:00,2019-11-01 11:02:00.000,Closed,0,QUEENS,04 QUEENS,,,11373,INTERSECTION,40.74751083600,-73.87678788018,Location Type: Intersection,UNKNOWN,2019-10-31 11:02:00.000
44202371,Street Light Out,Street Light Condition,2019-11-01 11:01:00,2019-10-31 11:00:00.000,Pending,-1,QUEENS,04 QUEENS,,,11368,INTERSECTION,40.74210956705,-73.85367669933,Location Type: Intersection,UNKNOWN,2019-10-31 11:00:00.000
44201694,Street Light Out,Street Light Condition,2019-11-01 10:59:00,2019-11-01 10:59:00.000,Closed,0,QUEENS,07 QUEENS,,,11368,INTERSECTION,40.75694603369,-73.84404272999,Location Type: Intersection,UNKNOWN,2019-10-31 10:59:00.000
44205413,Street Light Out,Street Light Condition,2019-11-01 10:59:00,2019-11-01 10:59:00.000,Closed,0,QUEENS,14 QUEENS,,,11691,INTERSECTION,40.59514031915,-73.75398660656,Location Type: Intersection,UNKNOWN,2019-10-31 10:59:00.000
