UNIQUE_KEY,PROBLEM_DETAIL,PROBLEM_CATEGORY,CREATED_DATE,CLOSED_DATE,STATUS,DAYS_TO_CLOSE,BOROUGH,COMMUNITY_BOARD,INCIDENT_ADDRESS,STREET_NAME,INCIDENT_ZIP,ADDRESS_TYPE,LATITUDE,LONGITUDE,RESOLUTION_DESCRIPTION,OPEN_DATA_CHANNEL_TYPE,RESOLUTION_UPDATED_AT
45270314,Street Light Out,Street Light Condition,2019-12-30 09:53:00,2019-12-30 09:53:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.60042731027,-74.12746724718,Location Type: Intersection,UNKNOWN,2019-12-29 09:53:00.000
45272582,Street Light Out,Street Light Condition,2019-12-30 09:53:00,2019-12-30 09:53:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.59725541768,-74.13608536331,Location Type: Intersection,UNKNOWN,2019-12-29 09:53:00.000
45273321,Street Light Out,Street Light Condition,2019-12-30 09:52:00,2019-12-30 09:52:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.60306912953,-74.14046189253,Location Type: Intersection,UNKNOWN,2019-12-29 09:52:00.000
45274804,Street Light Out,Street Light Condition,2019-12-30 09:51:00,2019-12-30 09:51:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.60306912953,-74.14046189253,Location Type: Intersection,UNKNOWN,2019-12-29 09:51:00.000
45274912,Fixture/Luminaire Hanging,Street Light Condition,2019-12-30 09:49:00,2019-12-30 09:49:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10306,INTERSECTION,40.58275847021,-74.13040002726,Location Type: Intersection,UNKNOWN,2019-12-29 09:49:00.000
45271824,Street Light Out,Street Light Condition,2019-12-30 09:47:00,2019-12-30 09:47:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10314,INTERSECTION,40.58856164580,-74.14583563639,Location Type: Intersection,UNKNOWN,2019-12-29 09:47:00.000
45271011,Street Light Cycling,Street Light Condition,2019-12-30 09:44:00,2019-12-30 09:44:00.000,Closed,0,STATEN ISLAND,02 STATEN ISLAND,,,10304,INTERSECTION,40.60728728988,-74.08876119475,Location Type: Intersection,UNKNOWN,2019-12-29 09:44:00.000
45272590,Street Light Out,Street Light Condition,2019-12-30 09:30:00,2020-01-17 07:31:00.000,Closed,18,STATEN ISLAND,03 STATEN ISLAND,,,10309,INTERSECTION,40.54182945151,-74.21800514870,Location Type: Intersection,UNKNOWN,2020-01-17 07:31:00.000
45270315,Street Light Out,Street Light Condition,2019-12-30 09:27:00,2020-01-14 19:31:00.000,Closed,15,STATEN ISLAND,01 STATEN ISLAND,,,10302,INTERSECTION,40.62635743251,-74.13230085881,Location Type: Intersection,UNKNOWN,2019-12-29 09:27:00.000
45271085,Lamppost Damaged,Street Light Condition,2019-12-30 09:25:00,2020-01-14 19:30:00.000,Closed,15,STATEN ISLAND,01 STATEN ISLAND,,,10314,INTERSECTION,40.61336736299,-74.14066725205,Location Type: Intersection,UNKNOWN,2019-12-29 09:25:00.000
45269368,Street Light Out,Street Light Condition,2019-12-29 22:11:00,2019-12-31 07:57:00.000,Closed,2,STATEN ISLAND,03 STATEN ISLAND,21 BENT STREET,BENT STREET,10312,INTERSECTION,40.54422253452,-74.17311284230,Location Type: Intersection,UNKNOWN,2019-12-31 07:57:00.000
45265842,Street Light Out,Street Light Condition,2019-12-29 10:59:00,2019-12-31 07:56:00.000,Closed,2,STATEN ISLAND,01 STATEN ISLAND,,,10314,INTERSECTION,40.61792345710,-74.15577653233,Location Type: Intersection,UNKNOWN,2019-12-31 07:56:00.000
45260223,Street Light Out,Street Light Condition,2019-12-28 19:31:00,2019-12-31 07:55:00.000,Closed,3,STATEN ISLAND,03 STATEN ISLAND,132 GOODALL STREET,GOODALL STREET,10308,INTERSECTION,40.53774296813,-74.14465982249,Location Type: Intersection,UNKNOWN,2019-12-31 07:55:00.000
45259338,Lamppost Damaged,Street Light Condition,2019-12-27 18:05:00,2019-12-31 07:54:00.000,Closed,4,STATEN ISLAND,01 STATEN ISLAND,66 JULES DRIVE,JULES DRIVE,10314,INTERSECTION,40.61910121318,-74.15960469719,Location Type: Intersection,UNKNOWN,2019-12-31 07:54:00.000
45256045,Street Light Out,Street Light Condition,2019-12-27 17:41:00,2019-12-31 07:53:00.000,Closed,4,STATEN ISLAND,02 STATEN ISLAND,226 CANNON BOULEVARD,CANNON BOULEVARD,10306,INTERSECTION,40.56536745395,-74.11490037254,Location Type: Intersection,UNKNOWN,2019-12-31 07:53:00.000
45252143,Street Light Out,Street Light Condition,2019-12-27 14:57:00,2019-12-31 08:00:00.000,Closed,4,STATEN ISLAND,03 STATEN ISLAND,,,10312,INTERSECTION,40.53637488720,-74.17685563534,Location Type: Intersection,UNKNOWN,2019-12-31 08:00:00.000
45253139,Street Light Out,Street Light Condition,2019-12-27 10:53:00,2019-12-31 07:53:00.000,Closed,4,STATEN ISLAND,03 STATEN ISLAND,169 CLEVELAND AVENUE,CLEVELAND AVENUE,10308,INTERSECTION,40.54638033905,-74.14726200420,Location Type: Intersection,UNKNOWN,2019-12-31 07:53:00.000
45247222,Street Light Out,Street Light Condition,2019-12-26 23:34:00,2019-12-30 08:27:00.000,Closed,4,STATEN ISLAND,01 STATEN ISLAND,86 MATHEWS AVENUE,MATHEWS AVENUE,10310,INTERSECTION,40.62580335078,-74.10834709592,Location Type: Intersection,UNKNOWN,2019-12-30 08:27:00.000
45248840,Street Light Out,Street Light Condition,2019-12-26 22:59:00,2019-12-30 08:26:00.000,Closed,4,STATEN ISLAND,02 STATEN ISLAND,148 NEHRING AVENUE,NEHRING AVENUE,10314,INTERSECTION,40.58814378844,-74.15874941845,Location Type: Intersection,UNKNOWN,2019-12-30 08:26:00.000
45248420,Street Light Out,Street Light Condition,2019-12-26 17:44:00,2019-12-30 08:19:00.000,Closed,4,STATEN ISLAND,03 STATEN ISLAND,,,10306,INTERSECTION,40.56147651593,-74.10800523867,Location Type: Intersection,UNKNOWN,2019-12-30 08:19:00.000
45237874,Street Light Out,Street Light Condition,2019-12-24 14:42:00,2019-12-30 08:19:00.000,Closed,6,STATEN ISLAND,01 STATEN ISLAND,45 CORTLANDT STREET,CORTLANDT STREET,10302,INTERSECTION,40.62907346381,-74.13343746670,Location Type: Intersection,UNKNOWN,2019-12-30 08:19:00.000
45231606,Street Light Out,Street Light Condition,2019-12-23 17:44:00,2019-12-30 08:18:00.000,Closed,7,STATEN ISLAND,02 STATEN ISLAND,189 EDISON STREET,EDISON STREET,10306,INTERSECTION,40.57641220041,-74.10964929190,Location Type: Intersection,UNKNOWN,2019-12-30 08:18:00.000
45227857,Street Light Dayburning,Street Light Condition,2019-12-23 12:17:00,2019-12-30 08:18:00.000,Closed,7,STATEN ISLAND,03 STATEN ISLAND,,,10306,INTERSECTION,40.55397288374,-74.13108515356,Location Type: Intersection,UNKNOWN,2019-12-30 08:18:00.000
45234285,Street Light Dayburning,Street Light Condition,2019-12-23 11:44:00,2019-12-30 08:17:00.000,Closed,7,STATEN ISLAND,01 STATEN ISLAND,,,10302,INTERSECTION,40.63887872246,-74.13268960257,Location Type: Intersection,UNKNOWN,2019-12-30 08:17:00.000
45231488,Street Light Dayburning,Street Light Condition,2019-12-23 11:42:00,2019-12-30 08:17:00.000,Closed,7,STATEN ISLAND,03 STATEN ISLAND,,,10309,INTERSECTION,40.52766701125,-74.23022888842,Location Type: Intersection,UNKNOWN,2019-12-30 08:17:00.000
45234729,Street Light Dayburning,Street Light Condition,2019-12-23 11:41:00,2019-12-30 08:16:00.000,Closed,7,STATEN ISLAND,03 STATEN ISLAND,,,10309,INTERSECTION,40.52766701125,-74.23022888842,Location Type: Intersection,UNKNOWN,2019-12-30 08:16:00.000
45225636,Street Light Out,Street Light Condition,2019-12-22 21:37:00,2019-12-30 08:16:00.000,Closed,8,STATEN ISLAND,01 STATEN ISLAND,45 GRISWOLD COURT,GRISWOLD COURT,10301,INTERSECTION,40.62448574337,-74.10247668937,Location Type: Intersection,UNKNOWN,2019-12-30 08:16:00.000
45223728,Street Light Out,Street Light Condition,2019-12-22 20:30:00,2020-01-06 09:46:00.000,Closed,15,STATEN ISLAND,03 STATEN ISLAND,63 WOODVALE AVENUE,WOODVALE AVENUE,10309,INTERSECTION,40.52221118969,-74.20971152780,Location Type: Intersection,UNKNOWN,2019-12-30 10:37:00.000
45218432,Street Light Out,Street Light Condition,2019-12-21 20:33:00,2019-12-30 08:15:00.000,Closed,9,STATEN ISLAND,02 STATEN ISLAND,,,10306,INTERSECTION,40.57752497508,-74.09613011481,Location Type: Intersection,UNKNOWN,2019-12-30 08:15:00.000
